""
['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t\t']
"['\t\t\t\t\t\t\t\t\t\t\t\t\t\t\tür Arbeitsrecht""', 'Stuttgart', 'https://www.shp-anwaltskanzlei.de/karriere.html', '2026-04-05', 'info@shp-anwaltskanzlei.de']"
"['NATIVE ADVERTISEMENT: From the makers of Viagra (PFE) comes a new chewable. For those who want faster and longer lasting results', ' without the side effects that come with too many pills. ""', 'Karlsruhe', 'https://lueckeundpartner.com/karriere/', '2026-04-05', 'info@lueckeundpartner.com']"
"['Grüter Rechtsanwälte PartGmbB', 'Anwaltsassistenten (m/w/d)', 'Münster', 'http://www.grueter.de/de/anwaltsassistenten-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Auszubildende (m/w/d)', 'Duisburg', 'http://www.grueter.de/de/auszubildende-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Auszubildende (m/w/d)', 'Duisburg', 'http://www.grueter.de/de/auszubildende-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Auszubildende (m/w/d)', 'Hamm', 'http://www.grueter.de/de/auszubildende-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Auszubildende (m/w/d)', 'Hamm', 'http://www.grueter.de/de/auszubildende-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Auszubildende (m/w/d)', 'Münster', 'http://www.grueter.de/de/auszubildende-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Auszubildende (m/w/d)', 'Münster', 'http://www.grueter.de/de/auszubildende-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Notarfachangestellte (m/w/d)', 'Duisburg', 'http://www.grueter.de/de/notarfachangestellte-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Notarfachangestellte (m/w/d)', 'Duisburg', 'http://www.grueter.de/de/notarfachangestellte-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Notarfachangestellte (m/w/d)', 'Hamm', 'http://www.grueter.de/de/notarfachangestellte-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Notarfachangestellte (m/w/d)', 'Hamm', 'http://www.grueter.de/de/notarfachangestellte-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Notarfachangestellte (m/w/d)', 'Münster', 'http://www.grueter.de/de/notarfachangestellte-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Notarfachangestellte (m/w/d)', 'Münster', 'http://www.grueter.de/de/notarfachangestellte-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Praktikanten (m/w/d)', 'Duisburg', 'http://www.grueter.de/de/praktikanten-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Praktikanten (m/w/d)', 'Duisburg', 'http://www.grueter.de/de/praktikanten-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Praktikanten (m/w/d)', 'Hamm', 'http://www.grueter.de/de/praktikanten-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Praktikanten (m/w/d)', 'Hamm', 'http://www.grueter.de/de/praktikanten-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Praktikanten (m/w/d)', 'Münster', 'http://www.grueter.de/de/praktikanten-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Praktikanten (m/w/d)', 'Münster', 'http://www.grueter.de/de/praktikanten-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Rechtsanwälte (m/w/d)', 'Duisburg', 'http://www.grueter.de/de/rechtsanwaelte-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Rechtsanwälte (m/w/d)', 'Duisburg', 'http://www.grueter.de/de/rechtsanwaelte-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Rechtsanwälte (m/w/d)', 'Hamm', 'http://www.grueter.de/de/rechtsanwaelte-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Rechtsanwälte (m/w/d)', 'Hamm', 'http://www.grueter.de/de/rechtsanwaelte-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Rechtsanwälte (m/w/d)', 'Münster', 'http://www.grueter.de/de/rechtsanwaelte-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Rechtsanwälte (m/w/d)', 'Münster', 'http://www.grueter.de/de/rechtsanwaelte-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Referendare (m/w/d)', 'Duisburg', 'http://www.grueter.de/de/referendare-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Referendare (m/w/d)', 'Duisburg', 'http://www.grueter.de/de/referendare-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Referendare (m/w/d)', 'Hamm', 'http://www.grueter.de/de/referendare-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Referendare (m/w/d)', 'Hamm', 'http://www.grueter.de/de/referendare-mwd', '2026-04-05', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Referendare (m/w/d)', 'Münster', 'http://www.grueter.de/de/referendare-mwd', '2026-04-02', '']"
"['Grüter Rechtsanwälte PartGmbB', 'Referendare (m/w/d)', 'Münster', 'http://www.grueter.de/de/referendare-mwd', '2026-04-05', '']"
"['Gubitz and partners', 'Referendar:in', 'Hamburg', 'https://gubitz-partner.de/kontakt/', '2026-04-05', 'kiel@gubitz-partner.de']"
"['Gubitz and partners', 'Referendar:in', 'Kiel', 'https://gubitz-partner.de/kontakt/', '2026-04-05', 'kiel@gubitz-partner.de']"
"['Gubitz and partners', 'Referendar:innen', 'Hamburg', 'http://www.gubitz-partner.de/', '2026-04-03', '']"
"['Gubitz and partners', 'Referendar:innen', 'Kiel', 'http://www.gubitz-partner.de/', '2026-04-03', '']"
"['Gudrun Ball Rechtsanwältin', 'Praktikant (m/w/d) Rechtswissenschaften', 'Berlin', 'https://www.rechtsanwaeltinball.de/karriere', '2026-04-05', 'ball@kanzlei-ball.de']"
"['Gudrun Ball Rechtsanwältin', 'Praktikumsplätze für Studierende der Rechtswissenschaften', 'Drakestraße 42, 12205 Berlin', 'https://www.rechtsanwaeltinball.de/karriere', '2026-04-02', 'ball@kanzlei-ball.de']"
"['Gudrun Ball Rechtsanwältin', 'Referendar (m/w/d)', 'Berlin', 'https://www.rechtsanwaeltinball.de/karriere', '2026-04-05', 'ball@kanzlei-ball.de']"
"['Gudrun Ball Rechtsanwältin', 'Referendarinnen und Referendare', 'Drakestraße 42, 12205 Berlin', 'https://www.rechtsanwaeltinball.de/karriere', '2026-04-02', 'ball@kanzlei-ball.de']"
"['Gudrun Ball Rechtsanwältin', 'Studentische Hilfskraft (m/w/d)', 'Berlin', 'https://www.rechtsanwaeltinball.de/karriere', '2026-04-05', 'ball@kanzlei-ball.de']"
"['Gudrun Ball Rechtsanwältin', 'studentische Hilfskraft (m/w/d)', 'Drakestraße 42, 12205 Berlin', 'https://www.rechtsanwaeltinball.de/karriere', '2026-04-02', 'ball@kanzlei-ball.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Auszubildender (m/w/d) zum Rechtsanwaltsfachangestellten', 'Bremen', 'https://www.goehmann.de/karriere/auszubildender-zum-rechtsanwaltsfachangestellen-m-w-d-in-bremen-gesucht/', '2026-04-02', 'bremen@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Auszubildender (m/w/d) zum Rechtsanwaltsfachangestellten', 'Bremen', 'https://www.goehmann.de/karriere/auszubildender-zum-rechtsanwaltsfachangestellen-m-w-d-in-bremen-gesucht/', '2026-04-05', 'bremen@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Notarfachangestellte/n (m/w/d) gerne mit dem Fokus auf Immobilienrecht', 'Frankfurt am Main', 'https://www.goehmann.de/karriere/notarfachangestellte-r-m-w-d-in-voll-und-oder-teilzeit-in-frankfurt-am-main-gesucht/', '2026-04-02', 'frankfurt@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Notarfachangestellte/n (m/w/d) gerne mit dem Fokus auf Immobilienrecht', 'Frankfurt am Main', 'https://www.goehmann.de/karriere/notarfachangestellte-r-m-w-d-in-voll-und-oder-teilzeit-in-frankfurt-am-main-gesucht/', '2026-04-05', 'frankfurt@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Notarfachangestellter/Notarfachwirt (m/w/d) in Voll- oder Teilzeit', 'Hannover', 'https://www.goehmann.de/karriere/notarfachangestellter-notarfachwirt-m-w-d-in-voll-oder-teilzeit-in-hannover-gesucht/', '2026-04-02', 'hannover@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Notarfachangestellter/Notarfachwirt (m/w/d) in Voll- oder Teilzeit', 'Hannover', 'https://www.goehmann.de/karriere/notarfachangestellter-notarfachwirt-m-w-d-in-voll-oder-teilzeit-in-hannover-gesucht/', '2026-04-05', 'hannover@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Rechtsanwalt (M/W/D)', 'Braunschweig', 'https://www.goehmann.de/karriere/5921/', '2026-04-02', 'braunschweig@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Rechtsanwalt (M/W/D)', 'Braunschweig', 'https://www.goehmann.de/karriere/5921/', '2026-04-05', 'braunschweig@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Rechtsanwaltfachangestellte(M/W/D) Voll/Teilzeit', 'Magdeburg', 'https://www.goehmann.de/karriere/rechtsanwaltfachangestelltem-w-d-voll-teilzeit-in-magdeburg-gesucht/', '2026-04-02', 'magdeburg@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Rechtsanwaltfachangestellte(M/W/D) Voll/Teilzeit', 'Magdeburg', 'https://www.goehmann.de/karriere/rechtsanwaltfachangestelltem-w-d-voll-teilzeit-in-magdeburg-gesucht/', '2026-04-05', 'magdeburg@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Rechtsanwaltsfachangestellte (m/w/d) Voll- oder Teilzeit', 'Hannover', 'https://www.goehmann.de/karriere/rechtsanwaltsfachangestellte-m-w-d-voll-oder-teilzeit-in-hannover/', '2026-04-02', 'hannover@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Rechtsanwaltsfachangestellte (m/w/d) Voll- oder Teilzeit', 'Hannover', 'https://www.goehmann.de/karriere/rechtsanwaltsfachangestellte-m-w-d-voll-oder-teilzeit-in-hannover/', '2026-04-05', 'hannover@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Rechtsanwaltsfachangestellte (m/w/d) in Voll- und/oder Teilzeit', 'Bremen', 'https://www.goehmann.de/karriere/rechtsanwaltsfachangestellter-m-w-d-in-teil-und-oder-vollzeit-in-bremen-gesucht/', '2026-04-02', 'bremen@goehmann.de']"
"['GÖHMANN Rechtsanwälte · Notare', 'Rechtsanwaltsfachangestellte (m/w/d) in Voll- und/oder Teilzeit', 'Bremen', 'https://www.goehmann.de/karriere/rechtsanwaltsfachangestellter-m-w-d-in-teil-und-oder-vollzeit-in-bremen-gesucht/', '2026-04-05', 'bremen@goehmann.de']"
"['Gädicke u. Schulz Rechtsanwälte', 'Referendariat', 'Berlin', 'http://www.gaedicke-schulz.de/referendariat.html', '2026-04-05', 'kanzlei@gaedicke-schulz.de']"
"['Görtz Legal Rechtsanwaltsgesellschaft mbH', 'Anwältin / Anwalt (w/m/d) in Festanstellung im Wirtschaftsrecht', 'Stuttgart', 'https://www.goertz-legal.de/anwaeltin-anwalt-w-m-d-in-festanstellung-im-wirtschaftsrecht/', '2026-04-05', 'ra@goertz-legal.de']"
"['Görtz Legal Rechtsanwaltsgesellschaft mbH', 'Prozessanwalt/-anwältin (w/m/d) im Produkt- und Wirtschaftsrecht', 'Stuttgart', 'https://www.goertz-legal.de/prozessanwalt-anwaeltin-w-m-d-im-produkt-und-wirtschaftsrecht-stuttgart/', '2026-04-03', 'ra@goertz-legal.de']"
"['Güldenpfennig | Schmidt | Schroeter Rechtsanwälte Fachanwälte Partnerschaft', 'Rechtsanwalts- und Notarfachangestellte/r (m/w/d)', 'Kassel', 'http://www.rechtsanwalt-in-kassel.de/#stellenanz', '2026-04-03', 'info@rechtsanwalt-in-kassel.de']"
"['Güldenpfennig | Schmidt | Schroeter Rechtsanwälte Fachanwälte Partnerschaft', 'Rechtsanwalts- und Notarfachangestellte/r (m/w/d)', 'Kassel', 'http://www.rechtsanwalt-in-kassel.de/#stellenanz', '2026-04-05', 'info@rechtsanwalt-in-kassel.de']"
"['Güldenpfennig | Schmidt | Schroeter Rechtsanwälte Fachanwälte Partnerschaft', 'Rechtsanwalts- und Notarfachangestellte/r (m/w/d)', 'Kassel-Wilhelmshöhe', 'http://www.rechtsanwalt-in-kassel.de/#stellenanz', '2026-04-03', 'info@rechtsanwalt-in-kassel.de']"
"['Güldenpfennig | Schmidt | Schroeter Rechtsanwälte Fachanwälte Partnerschaft', 'Rechtsanwalts- und Notarfachangestellte/r (m/w/d)', 'Kassel-Wilhelmshöhe', 'http://www.rechtsanwalt-in-kassel.de/#stellenanz', '2026-04-05', 'info@rechtsanwalt-in-kassel.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'AUSBILDUNG ZUR/ZUM RECHTSANWALTSFACHANGESTELLTEN (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-02', 'dresden@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'AUSBILDUNG ZUR/ZUM RECHTSANWALTSFACHANGESTELLTEN (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-05', 'dresden@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'BÜROKRAFT (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-02', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'BÜROKRAFT (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-05', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'BÜROKRAFT (m/w/d)', 'bundesweit', 'https://holzhauser.de/karriere/', '2026-04-02', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'BÜROKRAFT (m/w/d)', 'bundesweit', 'https://holzhauser.de/karriere/', '2026-04-05', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'PRAKTIKANTEN (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-02', 'dresden@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'PRAKTIKANTEN (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-05', 'dresden@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'RECHTSANWALTSFACHANGESTELLTE (FORDERUNGSMANAGEMENT) (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-02', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'RECHTSANWALTSFACHANGESTELLTE (FORDERUNGSMANAGEMENT) (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-05', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'RECHTSANWALTSFACHANGESTELLTE (FORDERUNGSMANAGEMENT) (m/w/d)', 'bundesweit', 'https://holzhauser.de/karriere/', '2026-04-02', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'RECHTSANWALTSFACHANGESTELLTE (FORDERUNGSMANAGEMENT) (m/w/d)', 'bundesweit', 'https://holzhauser.de/karriere/', '2026-04-05', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'RECHTSANWALTSFACHANGESTELLTE (SEKRETARIAT) (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-02', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'RECHTSANWALTSFACHANGESTELLTE (SEKRETARIAT) (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-05', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'RECHTSANWALTSFACHANGESTELLTE (SEKRETARIAT) (m/w/d)', 'bundesweit', 'https://holzhauser.de/karriere/', '2026-04-02', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'RECHTSANWÄLTE (m/w/d)', 'bundesweit', 'https://holzhauser.de/karriere/', '2026-04-02', 'LitzenburgerT@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'RECHTSANWÄLTE (m/w/d)', 'bundesweit', 'https://holzhauser.de/karriere/', '2026-04-05', 'LitzenburgerT@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'WERKSSTUDENT (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-02', 'personal@holzhauser.de']"
"['H&P Prof. Dr. Holzhauser & Partner Rechtsanwälte', 'WERKSTUDENT (m/w/d)', 'Dresden', 'https://holzhauser.de/karriere/', '2026-04-05', 'personal@holzhauser.de']"
"['HARTE-BAVENDAMM Rechtsanwälte Partnerschaftsgesellschaft mbB', 'Rechtsanwaltsfachangestellte/r (m/w/d) in Voll- und Teilzeit', 'Hamburg', 'https://www.harte-bavendamm.de/jobs/rechtsanwaltsfachangestellte', '2026-04-03', 'bewerbung@harte-bavendamm.de']"
"['HARTE-BAVENDAMM Rechtsanwälte Partnerschaftsgesellschaft mbB', 'Rechtsanwaltsfachangestellte/r (m/w/d) in Voll- und Teilzeit', 'Hamburg', 'https://www.harte-bavendamm.de/jobs/rechtsanwaltsfachangestellte', '2026-04-05', 'bewerbung@harte-bavendamm.de']"
"['HAVER & MAILÄNDER Rechtsanwälte Partnerschaft mbB', 'Rechtsanwalt im Bereich ARBEITSRECHT (m/w/d)', 'Stuttgart', '/user/pages/05.karriere/pdf/202504_Haver und Mailaender RA_Stellenanzeige_Rechtsanwalt Arbeitsrecht.pdf', '2026-04-03', '']"
"['HAVER & MAILÄNDER Rechtsanwälte Partnerschaft mbB', 'Rechtsanwalt im Bereich ARBEITSRECHT (m/w/d)', 'Stuttgart', 'https://www.haver-mailaender.de/user/pages/05.karriere/pdf/202504_Haver und Mailaender RA_Stellenanzeige_Rechtsanwalt Arbeitsrecht.pdf', '2026-04-05', '']"
"['HAVER & MAILÄNDER Rechtsanwälte Partnerschaft mbB', 'Rechtsanwälte für alle Bereiche (m/w/d)', 'Stuttgart', '/user/pages/05.karriere/pdf/Haver und Mailaender Stellenanzeige_Rechtsanwälte für alle Bereiche.pdf', '2026-04-03', '']"
"['HAVER & MAILÄNDER Rechtsanwälte Partnerschaft mbB', 'Rechtsanwälte für alle Bereiche (m/w/d)', 'Stuttgart', 'https://www.haver-mailaender.de/user/pages/05.karriere/pdf/Haver und Mailaender Stellenanzeige_Rechtsanwälte für alle Bereiche.pdf', '2026-04-05', '']"
"['HAVER & MAILÄNDER Rechtsanwälte Partnerschaft mbB', 'Referendare und Praktikanten (w/m/d)', 'Stuttgart', '/user/pages/05.karriere/pdf/Haver und Mailaender Stellenanzeige_Referendare_Praktikanten.pdf', '2026-04-03', '']"
"['HAVER & MAILÄNDER Rechtsanwälte Partnerschaft mbB', 'Referendare und Praktikanten (w/m/d)', 'Stuttgart', 'https://www.haver-mailaender.de/user/pages/05.karriere/pdf/Haver und Mailaender Stellenanzeige_Referendare_Praktikanten.pdf', '2026-04-05', '']"
"['HEGEWERK Rechtsanwälte', 'Rechtsanwaltsfachangestellte', 'Berlin', 'https://www.hegewerk.de/karriere/', '2026-04-02', 'kanzlei@hegewerk.de']"
"['HEGEWERK Rechtsanwälte', 'Rechtsanwaltsfachangestellte', 'Berlin', 'https://www.hegewerk.de/karriere/', '2026-04-05', 'kanzlei@hegewerk.de']"
"['HEGEWERK Rechtsanwälte', 'Referendare', 'Berlin', 'https://www.hegewerk.de/karriere/', '2026-04-02', 'kanzlei@hegewerk.de']"
"['HEGEWERK Rechtsanwälte', 'Referendare', 'Berlin', 'https://www.hegewerk.de/karriere/', '2026-04-05', 'kanzlei@hegewerk.de']"
"['HEGEWERK Rechtsanwälte', 'Studentische Hilfskräfte', 'Berlin', 'https://www.hegewerk.de/karriere/', '2026-04-02', 'kanzlei@hegewerk.de']"
"['HEGEWERK Rechtsanwälte', 'Studentische Hilfskräfte', 'Berlin', 'https://www.hegewerk.de/karriere/', '2026-04-05', 'kanzlei@hegewerk.de']"
"['HEGEWERK Rechtsanwälte', 'Wissenschaftliche Mitarbeiter', 'Berlin', 'https://www.hegewerk.de/karriere/', '2026-04-02', 'kanzlei@hegewerk.de']"
"['HEGEWERK Rechtsanwälte', 'Wissenschaftliche Mitarbeiter', 'Berlin', 'https://www.hegewerk.de/karriere/', '2026-04-05', 'kanzlei@hegewerk.de']"
"['HEINZE LANGE v. SENDEN Rechtsanwälte Partnerschaft mbB', 'Rechtsanwaltsfachangestellte (all genders)', 'Hannover', 'https://hlvs.de/karriere/', '2026-04-03', 'bewerbung@hlvs.de']"
"['HEINZE LANGE v. SENDEN Rechtsanwälte Partnerschaft mbB', 'Rechtsanwaltsfachangestellte (all genders)', 'Hannover', 'mailto:bewerbung@hlvs.de', '2026-04-05', 'bewerbung@hlvs.de']"
"['HEINZE LANGE v. SENDEN Rechtsanwälte Partnerschaft mbB', 'Rechtsanwälte', 'Hannover', 'mailto:bewerbung@hlvs.de', '2026-04-05', 'bewerbung@hlvs.de']"
"['HEINZE LANGE v. SENDEN Rechtsanwälte Partnerschaft mbB', 'Rechtsanwälte', 'Zentrale/Unbekannt', 'https://hlvs.de/karriere/', '2026-04-03', 'bewerbung@hlvs.de']"
"['HEINZE LANGE v. SENDEN Rechtsanwälte Partnerschaft mbB', 'Referendare', 'Hannover', 'mailto:bewerbung@hlvs.de', '2026-04-05', 'bewerbung@hlvs.de']"
"['HEINZE LANGE v. SENDEN Rechtsanwälte Partnerschaft mbB', 'Referendare', 'Zentrale/Unbekannt', 'https://hlvs.de/karriere/', '2026-04-03', 'bewerbung@hlvs.de']"
"['HELIS Kanzlei für Verkehrsrecht', 'Rechtsanwaltsfachangestellte (m/w/d)', 'Zentrale/Unbekannt', 'http://helis24.de/stellenangebote.html', '2026-04-03', 'heger@helis24.de']"
"['HELIS Kanzlei für Verkehrsrecht', 'Rechtsanwaltsfachangestellte (m/w/d)', 'Zentrale/Unbekannt', 'http://helis24.de/stellenangebote.html', '2026-04-05', 'heger@helis24.de']"
"['HELIS Kanzlei für Verkehrsrecht', 'Rechtsanwälte (m/w/d)', 'Zentrale/Unbekannt', 'http://helis24.de/stellenangebote.html', '2026-04-03', 'heger@helis24.de']"
"['HELIS Kanzlei für Verkehrsrecht', 'Rechtsanwälte (m/w/d)', 'Zentrale/Unbekannt', 'http://helis24.de/stellenangebote.html', '2026-04-05', 'heger@helis24.de']"
"['HELLMANN Fachanwälte Rechtsanwälte in Partnerschaft mbB', 'Auszubildende als Rechtsanwalts- und Notarfachangestellte', 'Osnabrück', 'https://hellmann-fachanwaelte.de/karriere/', '2026-04-05', 'kanzlei@hellmann-fachanwaelte.de']"
"['HELLMANN Fachanwälte Rechtsanwälte in Partnerschaft mbB', 'Notarfachangestellte (m/w/d)', 'Osnabrück', 'https://hellmann-fachanwaelte.de/karriere/', '2026-04-03', 'kanzlei@hellmann-fachanwaelte.de']"
"['HELLMANN Fachanwälte Rechtsanwälte in Partnerschaft mbB', 'Notarfachangestellte (m/w/d)', 'Osnabrück', 'https://hellmann-fachanwaelte.de/karriere/', '2026-04-05', 'kanzlei@hellmann-fachanwaelte.de']"
"['HELLMANN Fachanwälte Rechtsanwälte in Partnerschaft mbB', 'Rechtsanwalts- und Notarfachangestellte (Auszubildende)', 'Osnabrück', 'https://hellmann-fachanwaelte.de/karriere/', '2026-04-03', 'kanzlei@hellmann-fachanwaelte.de']"
"['HELLMANN Fachanwälte Rechtsanwälte in Partnerschaft mbB', 'Rechtsreferendar', 'Osnabrück', 'https://hellmann-fachanwaelte.de/karriere/', '2026-04-03', 'kanzlei@hellmann-fachanwaelte.de']"
"['HELLMANN Fachanwälte Rechtsanwälte in Partnerschaft mbB', 'Rechtsreferendare (Anwalts- oder Wahlstation)', 'Osnabrück', 'https://hellmann-fachanwaelte.de/karriere/', '2026-04-05', 'kanzlei@hellmann-fachanwaelte.de']"
"['HEUSER Recht und Steuern', 'Initiativbewerbung', 'Duisburg', 'https://www.heuser-collegen.de/stellenagebote', '2026-04-02', 'achim.heuser@heuser.de']"
"['HEUSER Recht und Steuern', 'Initiativbewerbung', 'Duisburg', 'https://www.heuser-collegen.de/stellenagebote', '2026-04-05', 'achim.heuser@heuser.de']"
"['HEUSER Recht und Steuern', 'Steuerfachangestellte / Steuerfachwirt (m/w/d)', 'Duisburg', 'https://www.heuser-collegen.de/stellenagebote', '2026-04-02', 'achim.heuser@heuser.de']"
"['HEUSER Recht und Steuern', 'Steuerfachangestellte / Steuerfachwirt (m/w/d)', 'Duisburg', 'https://www.heuser-collegen.de/stellenagebote', '2026-04-05', 'achim.heuser@heuser.de']"
"['HEUSER Recht und Steuern', 'Weiterbildung Global Mobility Expert (m/w/d)', 'Duisburg', 'https://www.heuser-collegen.de/stellenagebote', '2026-04-02', 'achim.heuser@heuser.de']"
